"x_position_input","y_position_input","yaw_input","vel_x_input","vel_y_input","vel_w_input","con_x_input","con_z_input","con_time","state_in_time"
6.09824276234194,2.47425834385298,0.672084778921032,0.903988563779576,0.714922874716254,0.077335088373249,1,0.2,18.614,18.526
6.28306139411153,2.62674617715695,0.694410024513505,0.860178654762356,0.747454631234025,0.083868744605287,1,0.2,18.814,18.73
6.4809101447824,2.79677035623318,0.714509492620356,0.850306073978236,0.733651588755664,0.092136295008234,1,0.2,19.015,18.96
6.64855852550711,2.94708476492128,0.731982098486131,0.828372613094132,0.7747827628824,0.077325660282989,1,0.2,19.214,19.163
6.80600520752044,3.09426782953274,0.752797656088514,0.826395362786576,0.789342675415477,0.084165394341759,1,0.2,19.417,19.355
6.96891323080768,3.25052248091651,0.768772124512341,0.803129261886159,0.799144672823261,0.023731847458018,1,0.2,19.616,19.55
7.11185307923692,3.39429499641958,0.78825714432447,0.805437206178459,0.811428925967221,0.113143976141551,1,0.2,19.814,19.731
7.26965773836625,3.55851645202526,0.809830933659784,0.768110649477404,0.832027158666539,0.07132347110586,1,0.2,20.015,19.93
7.44614509747048,3.74983114334696,0.828398579804773,0.772939091119297,0.852809166567147,0.088580728803883,1,0.2,20.215,20.16
7.58772473667619,3.9098374432927,0.847948825067294,0.72955893208588,0.858775087981636,0.10895691687458,1,0.2,20.414,20.35
7.74148838630828,4.09113013756421,0.869064628956572,0.719588267195908,0.874341153243011,0.031300839750213,1,0.2,20.612,20.56
7.86332874677882,4.23903649163042,0.882796126748362,0.706480489174545,0.867242842902779,0.103552696152317,1,0.2,20.816,20.74
8.0249588998728,4.44326566217215,0.906269103149782,0.681449981033667,0.910329806983863,0.111414227469359,1,0.2,21.013,20.966
8.15471756614187,4.61477389175414,0.924230378933567,0.670388498336512,0.906491817028474,0.113668229226786,1,0.2,21.215,21.15
8.27514400484671,4.77952088307053,0.940435591886448,0.655854792431202,0.902901277617969,0.081202589041892,1,0.2,21.415,21.334
8.39728018158828,4.95443652629887,0.959696507729635,0.627705948532618,0.945228889940038,0.071467830216712,1,0.2,21.615,21.523
8.54323906819472,5.16982111257852,0.979429550076364,0.619082435252049,0.929519244594382,0.105439735794379,1,0.2,21.814,21.759
8.65329002512951,5.34037974508591,0.997414853671814,0.601975522672406,0.95547600214456,0.11635441081677,1,0.2,22.015,21.938
8.77232758770916,5.53368827003996,1.02111720531248,0.578683907904605,0.98345794066494,0.086525663522438,1,0.2,22.215,22.136
8.90514812976646,5.75868848443221,1.04290361788754,0.558637271585004,0.967600384731191,0.095421362273904,1,0.2,22.416,22.364
9.00562687635381,5.93682398008826,1.05933462286613,0.553520726259253,1.00268588845431,0.12342158053798,1,0.2,22.613,22.546
9.10844457433911,6.12647074576391,1.0779347475011,0.530779679106578,1.00645981336321,0.022790200763981,1,0.2,22.814,22.735
9.22207781308224,6.34646516146173,1.09384904796213,0.493192176646097,1.01121706608664,0.123062210564004,1,0.2,23.014,22.956
9.32823172140165,6.56123418690205,1.11669604777095,0.498035895346689,1.01898380229399,0.107395630585979,1,0.2,23.215,23.163
9.41933600985697,6.7573494392211,1.13643646280643,0.455494990624097,1.03828695587629,0.074783390276623,1,0.2,23.415,23.358
9.50668552821502,6.95297658892485,1.15311803390034,0.457399032128481,1.0527387333992,0.07637268350217,1,0.2,23.614,23.545
9.58571553505428,7.14143582767154,1.1722245749658,0.440361258563412,1.03508325263723,0.102814795592509,1,0.2,23.815,23.729
9.67170451732108,7.35124833272098,1.18518376801384,0.424147673651639,1.04007923898172,0.089554032089423,1.2,0.2,24.014,23.927
9.75436587772172,7.56270964816863,1.20104034177755,0.395005956853244,1.07431410662754,0.112769542820807,1.2,0.2,24.218,24.126
9.84727524866687,7.82026494435033,1.23133036455249,0.355754551910453,1.07196123927693,0.126837985774625,1.2,0.2,24.414,24.36
9.91784757643757,8.03549936869241,1.25531679606128,0.338797781283185,1.07769756858737,0.065586269263586,1.2,0.2,24.615,24.559
9.98069517207832,8.24072876432797,1.27476979787796,0.325152486059455,1.08202652255894,0.092454620023958,1.2,0.2,24.814,24.75
10.0393692515582,8.44780784021406,1.29494322245027,0.315275994478544,1.08599593157851,0.109071795769394,1.2,0.2,25.015,24.94
10.1041260046088,8.68750724913281,1.31130066294896,0.278277803310771,1.08730956869185,0.085328185096529,1.2,0.2,25.215,25.16
10.1573283979735,8.90830260717215,1.33580539035523,0.258400948287685,1.11104651331013,0.129869793808563,1.2,0.2,25.414,25.36
10.1980376822746,9.09747900292559,1.35792264499651,0.229235061600246,1.12584063636047,0.120068092670909,1.2,0.2,25.616,25.54
10.2429516942747,9.32085660787594,1.37756933988834,0.207198569198085,1.13375938190788,0.102761277640311,1.2,0.2,25.815,25.731
10.2867347735585,9.57717096723288,1.40346923130903,0.177744955402665,1.11996093594698,0.125411316643431,1.2,0.2,26.015,25.958
10.3149021032733,9.7680641997593,1.42417870116947,0.145103482853512,1.13340134447065,0.110549113464637,1.2,0.2,26.216,26.137
10.3497510747175,10.0282336260504,1.44359240276289,0.127053203624255,1.13870281951941,0.113890331599976,1.2,0.2,26.414,26.364
10.3720661979376,10.2447898420966,1.47048271622445,0.096583800667966,1.14436818272848,0.135004441702425,1.2,0.2,26.619,26.551
10.3899614262661,10.4608218528739,1.49183698025939,0.077321644639522,1.13534120908144,0.067914457119158,1.2,0.2,26.81,26.747
10.4030605912747,10.6756686980798,1.51262804347449,0.054139859237973,1.13839728773974,0.124446637671378,1.2,0.2,27.014,26.934
10.4113360113424,10.8918081005212,1.53625297844978,0.042239400887983,1.13822358229587,0.140117825870624,1.2,0.2,27.214,27.128
10.4162224444797,11.1635023228318,1.5580304092348,-0.002333558771191,1.13361334656102,0.072042352148433,1.2,0.2,27.411,27.366
10.4147129752817,11.392293351216,1.58270514156726,-0.029983320208992,1.14630816128219,0.159178178113957,1.2,0.2,27.614,27.56
10.4072349588915,11.6091613304459,1.60761352820457,-0.062415637310948,1.13187725762176,0.081705934429738,1.2,0.2,27.814,27.746
10.3930651254381,11.8579317912078,1.63052868588722,-0.084931323736659,1.14465398121948,0.100487310537066,1.2,0.2,28.024,27.966
10.3797016904402,12.0270604723847,1.6478320249064,-0.091501855114627,1.11720004132604,0.084133299914591,1.2,0.2,28.221,28.13
10.3534724844523,12.2970113377687,1.67317997571885,-0.123356823633913,1.12249330191673,0.104357513781689,1.2,0.2,28.415,28.362
10.3297390725025,12.4994263698015,1.69100513269899,-0.146744496751185,1.12505337174948,0.118737702413567,1.2,0.2,28.615,28.545
